ID,Answer
2976,英國航空公司在本市加入製作汽車
2977,兩天後
2978,薩圖克·博格拉汗是這個國家第一個皈依伊斯蘭教的可汗，更重要的是他也是世界歷史上第一個皈依伊斯蘭教的突厥人可汗。喀喇汗國
2979,颶風戰鬥機
2980,黨內上層
2981,1932年
2982,1952年
2983,埃及
2984,2003年1月12日
2985,釣魚臺
2986,紐科門的蒸汽機
2987,村民委員會
2988,
2989,長崎縣在二戰之後一度被盟軍
2990,韓國憲法》
2991,岳飛
2992,
2993,榮西禪師
2994,1637年
2995,西晉
2996,西人黨
2997,民國25年4月
2998,中東
2999,一次世界大戰時期
3000,大朝鮮國
3001,麥克勞林建築群
3002,熱帶稀樹草原
3003,1171年
3004,《日韓合併條約
3005,羽柴秀吉
3006,統治階級
3007,四十三年
3008,眾議院議員總選舉
3009,魏源
3010,教宗保祿六世
3011,阿拉伯宗教
3012,兩個
3013,
3014,思想多元化、商業經濟發達與交通便利
3015,先發制人入侵薩克森和波西米亞
3016,艾瑪·史東
3017,1652年
3018,第三產業
3019,自轉軸的兩極
3020,德宏州
3021,25個
3022,喬治·史蒂芬生
3023,羅曼努斯二世的兒子巴西爾二世和君士坦丁八世
3024,華北平原
3025,振州
3026,克里米亞[UNK]靼人
3027,李時珍
3028,舊莫比爾
3029,埃及
3030,辛亥革命
3031,東南亞資本，在六十年代，新加坡獨立初期
3032,十年後將倫敦和多倫多的車程控制在一個半小時
3033,伊斯蘭教
3034,兵部右侍郎兼都察院右都御史
3035,六四天安門事件
3036,周恩來
3037,《北京條約》
3038,1976年
3039,1958年
3040,森林面積
3041,國民議會
3042,日本竹[UNK]魚
3043,被動方
3044,生活部
3045,歐洲工業文明崛起
3046,3766人
3047,西方資本主義國家發展關係的外交政策
3048,300公厘
3049,
3050,洪邁
3051,淮安區
3052,
3053,袁世凱
3054,2002年
3055,50%
3056,西里爾字母
3057,南明
3058,中國共產黨紀律檢查機關
3059,第五大
3060,契約經濟
3061,水運
3062,
3063,保護蒙古人地位
3064,工農業
3065,資本主義
3066,世襲
3067,金正恩
3068,美國的日本戰敗
3069,納粹德國
3070,明朝
3071,
3072,1871年1月18日
3073,劉少奇
3074,90年代
3075,溫尼伯國際機場
3076,瑞士
3077,馬克思主義
3078,2部
3079,見取丸
3080,黑龍江
3081,奧勒良
3082,昆明長水國際機場
3083,秦漢時期，中山除了原先生活在此地的南越人外，開始有少量的中原人移居至此。三國時，中山屬於吳國領地。西晉末年，晉朝皇族之間爆發了史稱「八王之亂
3084,居民委員會
3085,民國29年
3086,工業化發展
3087,1969年10月17日
3088,通化市
3089,鄭成功
3090,烏茲別克斯坦
3091,玉米
3092,樺樹
3093,建設性的互補夥伴關係
3094,2006年
3095,英國的工程暨物理科學研究委員會
3096,法西斯主義獨裁政權不同於共產主義
3097,沒有戰鬥機護航，每次飛行都充滿了危險
3098,馬加人
3099,1938年
3100,西德
3101,儒家思想
3102,足式臀位
3103,駱克道
3104,71.7公里
3105,拜占庭帝國
3106,收縮性
3107,廣電總局
3108,合不勒汗
3109,麥克阿瑟
3110,查理檢查站
3111,元朝新運河
3112,雲貴高原
3113,喀喇汗國
3114,1914年
3115,紅衫軍運動
3116,大元」國號
3117,烏來區
3118,綠窗口
3119,電壓
3120,希臘文化
3121,幽州
3122,十二月屠殺的事件中，多達15位的政治反對領袖遭到執政政府的暗殺，此事件讓荷蘭當局非常不滿
3123,庫倫戰敗
3124,1970年代
3125,相聲
3126,平定南昌的寧王宸濠之亂
3127,周恩來
3128,貴霜帝國
3129,1980年超級基金法
3130,南海縣
3131,華府風雲》
3132,韓國
3133,過度漢化
3134,4000米
3135,李東陽
3136,1919年
3137,粳糯
3138,秒/年
3139,印度教
3140,第一座青天白日勳章
3141,尼古拉杜霍寧
3142,浙江紹興浙軍第二旅第六團第三連當見習官
3143,撤銷公安部隊
3144,信陽市
3145,1782年
3146,1867年
3147,3.8%
3148,武大
3149,巴爾幹社會主義國家，由馬其頓、塞爾維亞、波士尼亞與赫塞哥維納、克羅埃西亞、斯洛維尼亞、蒙特內哥羅等社會主義共和國所組成，首都為貝爾格勒
3150,豐田汽車
3151,政府財政撥款
3152,1918年
3153,1972年
3154,柴油
3155,荷蘭
3156,騎士
3157,異裂
3158,卡爾施塔特
3159,阿拉伯字母
3160,
3161,1987年
3162,《三國演義》
3163,黃琪翔
3164,中國人民銀行
3165,都市
3166,玫瑰盃
3167,2006年
3168,土地改革
3169,喬治·盧卡斯
3170,荷蘭皇家研究所
3171,周恩來
3172,1739年
3173,黑森邦
3174,柏林圍牆修建後在1961至1989年間這類逃亡被大幅限制下來，約有5000人在此期間嘗試翻越柏林圍牆。1960年起《開槍射擊令
3175,劍橋
3176,商業
3177,忻城縣
3178,東側
3179,田春蔚
3180,冬季奧運會
3181,亞屬名
3182,全國經濟委員會
3183,艾薩克·牛頓
3184,馬薩諸塞州
3185,
3186,測試的第一個階段
3187,塞爾維亞
3188,麗貝卡·布蘭克
3189,田漢作詞
3190,太平洋戰爭
3191,公元前37年
3192,同化政策
3193,莫敦梅
3194,北京
3195,1942年末
3196,威悉河文藝復興風格
3197,軸心國
3198,15年
3199,公元前194年
3200,俗世什一稅
3201,受貨幣經濟影響
3202,后妃傳
3203,1949年
3204,曼努埃爾一世
3205,切羅基人
3206,31個
3207,血淚
3208,新北市
3209,北竿島
3210,拉彼魯茲
3211,奧圖·普萊明傑
3212,1235年
3213,莫高窟
3214,火力發電廠
3215,韋利奇科·迪米特羅夫·克林是馬其頓內部革命組織
3216,2017年
3217,伊斯蘭哈里發
3218,新北市
3219,物理光學
3220,加勒比海
3221,1929年
3222,400人
3223,鱷魚
3224,多瑙河
3225,接納蒙古人民共和國加入聯合國，中華民國未參加表決
3226,客車
3227,鎮壓
3228,江北地區
3229,希臘文化
3230,19世紀
3231,中山粵菜
3232,匈奴人
3233,阿忽台
3234,倭國
3235,1949年
3236,威尼斯
3237,會長
3238,美國國家稅務局
3239,昆明巫家壩國際機場
3240,日產汽車是源自日本的跨國汽車製造商，總部位於橫濱港未來開發區，旗下擁有「日產」、「英菲尼迪」、「達特桑」等多個品牌；為日本第二大汽車製造商，年產量僅次於豐田汽車
3241,兩棲動物
3242,全國邊海防工作
3243,草原省
3244,1964年
3245,馬爾吉特
3246,13世紀
3247,星系天文學
3248,陸帆•巴瑞斯
3249,漢族
3250,24位
3251,小高加索山脈
3252,全國經濟委員會
3253,軍事科研
3254,中國共產黨紀律檢查機關
3255,水軍遭遇風暴
3256,民主黨
3257,1636年
3258,[UNK]隱之心
3259,戰事進入膠著對峙狀態
3260,文化大革命
3261,公元第二世紀
3262,第八航空軍
3263,大蒙古國，鐵木真因此被稱為「成吉思汗」。其時蒙古諸部受金朝統轄
3264,漢朝軍事壓力
3265,1891年
3266,2013年1月1日
3267,鄧小平
3268,民國39年
3269,華萊士
3270,壓力
3271,亞洲金融風暴襲擊韓國。韓國外匯儲備銳減到39億美元
3272,布爾什維克革命
3273,民國元年
3274,1909年
3275,1233年
3276,勞動教養制度導致公民人身自由在沒有司法審判的情況下在勞教場所被羈押最多4年
3277,瑞士
3278,特效
3279,阿爾巴諾羅馬城郊教區主教
3280,維多利亞湖
3281,
3282,馬英九
3283,台北曲藝團
3284,朱文圭
3285,巴夏禮
3286,廣島市
3287,監理會
3288,毒品
3289,韓國
3290,
3291,1891米
3292,馬來西亞
3293,烏爾蘇拉
3294,92%
3295,李[UNK]
3296,麥羅沃州
3297,
3298,馬林諾夫斯基
3299,湯瑪斯·霍布斯
3300,成吉思汗
3301,劉宋宗王
3302,消極的制度治理臺灣
3303,李宗仁
3304,人民幣對美元官方匯率與調劑匯率分別為5.7和8.7
3305,1971年
3306,1282年
3307,爭取速度上的優勢
3308,漢文與蒙古的八思巴字。八思巴文是元世祖時由國師八思巴根據當時的吐蕃文字
3309,小高加索山脈和亞美尼亞高原
3310,用來指揮小隊或中隊
3311,明朝
3312,動物脂肪
3313,公路按技術標準分為高速公路、一級公路、二級公路、三級公路、四級公路。幹線道路
3314,奈及利亞
3315,1955年
3316,976毫米
3317,君士坦丁堡
3318,路易·菲利普國王
3319,台北曲藝團
3320,1912年
3321,1965年
3322,鐵
3323,
3324,9世紀
3325,特別警察部隊
3326,蒙疆聯合自治政府
3327,獅子
3328,宋高宗
3329,威武陳元帥廟
3330,美元
3331,1.4太陽質量
3332,獅子派
3333,乾隆皇帝
3334,邊沁
3335,1998年
3336,西班牙
3337,朝鮮人民軍最高司令官金正恩「朝鮮民主主義人民共和國元帥
3338,成吉思汗時代
3339,其政體並未完全掌控社會經濟
3340,地中海
3341,
3342,四年
3343,牡丹峰組合成員必須親眼觀看槍決現場。但據南韓媒體報導，玄松月於2014年5月16日出席北韓第9屆全國藝術家大會，並以牡丹峰樂團團長
3344,君士坦丁八世
3345,就地掩埋稻草，除不會製造空氣汙染外，尚可加強土壤的養份
3346,1949年
3347,岳飛
3348,劉牢之
3349,35名
3350,佐世保漢堡是日本最具地域特色的漢堡之一。五島烏龍麵
3351,五分之四
3352,上海人
3353,民族主義復活
3354,德國
3355,漢語
3356,集安
3357,1970年
3358,與氫結成有毒化合物硫化氫後有一股臭味
3359,李·亞科卡
3360,五年
3361,
3362,特瓦族
3363,髒層
3364,常壓下在絕對零度時仍為液體，需加壓
3365,遺傳物質
3366,戴維·勞合·喬治支持懲罰德國，但在具體措施上較法國為輕。喬治認識到，一旦法國提出的條件全都得到滿足就會成為歐陸的超級強國並破壞歐陸均勢，這和英國意圖維持一個均衡的歐洲的傳統政策相悖
3367,海什木
3368,2006年
3369,白[UNK]紀中期
3370,莫里斯哈勒
3371,克勞德夏農
3372,印度國民軍
3373,1932年
3374,人口較南方多出許多
3375,1964年
3376,新奇科幻》
3377,法語
3378,國共兩黨在政治主張
3379,臺北市舉辦「2010年臺北國際花卉博覽會
3380,合肥市政府
3381,理查特里維西克
3382,
3383,彌爾
3384,續資治通鑑長編》卷323宋元豐五年二月己巳條
3385,幽默
3386,橫斷山脈
3387,
3388,美國
3389,對於旅客的換乘和貨物運輸十分不利
3390,不再建立便宜
3391,1961年
3392,計劃經濟體制
3393,英國
3394,聶耳
3395,模特兒
3396,1284年
3397,民國27年
3398,
3399,314.23萬
3400,[UNK]
3401,43.4%
3402,路易十四
3403,喬治•赫伯特•沃克•布希
3404,1922年
3405,拒絕王公在無嗣的情況下選擇繼承人
3406,伊利諾州
3407,公元前240年
3408,萊布尼茨
3409,性犯罪
3410,印度河及恆河的沖積作用
3411,孫叔敖造田興水
3412,第二代戰鬥機
3413,黃大仙區
3414,忽必烈
3415,1888年
3416,巴西爾二世和君士坦丁八世
3417,至元十一年
3418,鋼鐵
3419,德川家康
3420,哈大客運專線
3421,海倫市
3422,佛教
3423,恰克圖條約
3424,
3425,建立「1月6日獨裁
3426,聖凱薩琳教堂
3427,臺灣建省
3428,協助自殺
3429,西晉
3430,美國[UNK]電視台
3431,1985年
3432,7980年
3433,1991年
3434,11世紀
3435,郭松齡
3436,1931年
3437,氦
3438,中國國民黨之政治主張
3439,天皇
3440,2014年
3441,花垣縣
3442,股份制
3443,兩年
3444,飛機與潛艇
3445,1976年
3446,中國人
3447,15個
3448,宋公
3449,希洛分基地
3450,漢地大都
3451,袁世凱
3452,
3453,雨果
3454,鄧小平
3455,改革開放後，中國政府因開放市場
3456,華沙
3457,民國17年1月
3458,西部片
3459,雜交帶
3460,2000年
3461,《魔戒》
3462,1958年
3463,儒家思想
3464,1998年1月1日
3465,12架
3466,粵西
3467,1897年
3468,總理
3469,1920年
3470,元弘之亂
3471,境內玻里尼西亞鼠泛濫成災
3472,倭王權
3473,中環
3474,1991年
3475,約瑟夫
3476,大部分的時間都在國外生活
3477,網球正拍擊球
3478,大爆炸理論
3479,新南威爾斯學校
3480,良好行為
3481,叔敖造田興水
3482,中華人民共和國
3483,朱棣
3484,49
3485,主要由穆斯林和印度教徒構成
3486,亞俄
3487,東漢
3488,1941年
3489,生命線
3490,機場快線
3491,薩爾布呂肯
3492,傷寒雜病論》
3493,歐洲
3494,梵語
3495,威廉瓊斯
3496,印度
3497,1974年
3498,馬祖列島
3499,交通部觀光局
3500,2000年
3501,白犬列島
3502,燈塔
3503,直升機
3504,兩小時
3505,馬祖列島
3506,馬祖福，隆海花卉
3507,連江縣政府
3508,元宵節
3509,元宵節
3510,
3511,馬住
3512,清蒸黃魚，淡菜比較，東聚光哈，魚面，黃金角，蘿蔔絲餅
3513,
3514,戰地政務
3515,海盜
3516,晴川
3517,235歲
3518,網球
3519,網球
3520,
3521,主裁判
3522,主裁判
3523,主裁判
3524,
3525,中林網球賽事包括網球大滿貫
3526,網球的技術主要包括發球技術
3527,西方式握拍
3528,半西方式握拍
3529,半西方式握拍
3530,
3531,布包着頭髮
3532,下旋
3533,雙打中非常重要，充當自身關鍵
3534,職業網球巡迴賽
3535,球反彈相對較高較慢
3536,一局比賽結束之後
3537,1-5
3538,平局，而非40:40
3539,四年
3540,新北市政府是新北市的最高行政機關，屬直轄市，地方自治爲皆由行政院管轄。市長有市民直接選舉產生，任期爲四年
3541,四年
3542,3萬名
3543,新北市
3544,新北市
3545,板橋車站
3546,臺灣鐵路管理局
3547,臺北客運，新北客運，淡水客運，濟南客運，基隆客運，如何客運，新店客運？目前已經本市政府交通局作爲主管機關的新北市市區公車，由臺北市公車聯營管理中心
3548,新北市公共自行車租賃系統
3549,淡水水上機場
3550,新北市
3551,42.00[UNK]
3552,臺北縣眷村文化節
3553,新北市政府文化局
3554,2007年10月1日
3555,120
3556,北部
3557,新北市
3558,
3559,臺灣省
3560,瑞典
3561,英劇
3562,彼得
3563,彼得
3564,使徒彼得
3565,約翰
3566,約翰
3567,語言概念和風格
3568,約翰
3569,馬利亞
3570,索馬里蘭
3571,聯邦制
3572,歐盟
3573,1997年，歐盟出資
3574,2001年3月
3575,土地
3576,今天
3577,大規模永久性防禦設施
3578,城市規劃
3579,臺灣地區
3580,
3581,美軍基地
3582,較美國郵政高得多
3583,夏威夷檀香山
3584,季節性
3585,關島地區醫療城
3586,974年
3587,大韓航空801號班機空難
3588,關島
3589,安納塔漢島
3590,瑪麗安娜羣島
3591,安納塔漢島
3592,季節溫度
3593,颱風走廊
3594,混凝土結構
3595,哈爾斯山脈
3596,200萬
3597,格哈特施洛德，是後來的聯邦德國總理
3598,糙米
3599,速食米
3600,太陽
3601,太陽
3602,
3603,七克蘇魯伯撞擊事件
3604,三天計
3605,知識碳系晚期
3606,熱帶雨季區的溫度梯度較爲平順，各地區的氣溫差異不大。平均氣溫高於現在約攝氏十度。下載二季鍾情
3607,費力組織
3608,非營利組織
3609,非營利組織
3610,會員大會
3611,展場模特兒
3612,展場模特兒
3613,展場模特兒
3614,西方中世紀貴族
3615,日本效法音質貴族系統
3616,政治家
3617,大荔枝紋
3618,大荔枝紋
3619,617事件
3620,1961年8月12日晚上開始，13日
3621,1961年8月12日
3622,年輕人
3623,1963年
3624,東北
3625,許多
3626,1971年4月10日
3627,44年
3628,1989年
3629,一支民族共和國憲法
3630,德國
3631,1949年
3632,1961年
3633,德國統一社會黨
3634,經濟體
3635,500席
3636,布拉格之春
3637,很難取證
3638,人口下降
3639,1990年
3640,西方
3641,統一社會黨
3642,500元
3643,1985年
3644,
3645,
3646,劇院，40個教授，11000，私家博物館
3647,1857年
3648,十年
3649,人文學科
3650,天主教
3651,1945年
3652,馬克思主義學說
3653,蘇聯
3654,蘇聯
3655,金龍山
3656,釜山
3657,濟州島
3658,植被爲闊葉常綠植被
3659,韓國
3660,第一
3661,大韓航空
3662,韓國
3663,韓國
3664,日本
3665,2007年5月
3666,韓國科學技術研究院
3667,韓國
3668,爐臺餘檔選韓國總統後，藉助1988年夏季奧林匹克運動會的有利時機，推行北方政策，積極與社會主義國家發展外交關係。在其執政期間，韓國先後與東歐社會主義國家，蘇聯
3669,蘇聯
3670,儒教治國，儒家思想
3671,甲午戰爭
3672,韓國戰爭後，韓半島的南北對峙導致了，南北韓現代文化
3673,韓國戰爭後，韓半島的南北對峙
3674,佛教
3675,三國時期
3676,
3677,1945年日本無條件投降
3678,電影
3679,
3680,1997年
3681,2000年
3682,牛肉
3683,狗肉
3684,韓國
3685,泡菜的種類繁多，其類別在韓國各地有所不同。韓國人在不同的季節也是用不同的泡菜。由於韓國泡菜卡路里含量低，富含纖維素，維生素，含有一種對人體有益的乳全身益生菌
3686,韓國
3687,韓式筷子
3688,韓國燒酒
3689,2790060
3690,2790060
3691,多倫多
3692,4月中旬
3693,44
3694,203
3695,
3696,多倫多皮爾遜國際機場
3697,
3698,那大球隊
3699,多倫多證券交易所
3700,多倫多
3701,多倫多
3702,1500年
3703,法國商人
3704,1787年
3705,1793年
3706,1813年
3707,1834年3月6日
3708,鐵路
3709,
3710,81
3711,1107萬平方公里
3712,晚清國土面積縮減至約，1107萬平方公里，不過還是屬二國之外的世界第二大國，清朝國土遼闊，由此可以想見。在行省設置方面，基本沿襲明代
3713,甲午戰爭
3714,乾隆年間
3715,副都統
3716,乾隆年間
3717,理藩院
3718,撒韋凡部由理藩院管理。明清之際，蒙古分爲衆多部落，部落首領爲部長霍寒。清太宗時，依照滿洲八旗的組織形式，張萌谷歌部落
3719,西藏
3720,大蒙古八旗美琪攝一族領
3721,高句麗
3722,精英政治制度
3723,公孫度
3724,公孫度
3725,司馬懿面公孫淵是高句麗。高顯遼陽，王平
3726,水與高句麗的戰爭，也消弱了高句麗的國力。隋朝攻打高句麗失利後，國內發生民變而滅亡。高句麗對於記起的唐朝，仍然敵視。631年，高句麗開始在遼東建千里長城，以防唐朝的進攻，並與突厥
3727,突厥
3728,李世民
3729,高句麗
3730,朱富硒
3731,668年春夏
3732,
3733,新羅
3734,新羅
3735,體積
3736,資訊
3737,不確定性
3738,機構
3739,財經
3740,負面情況
3741,紫色絲病非常接近民居
3742,比爾蓋茨
3743,比爾蓋茨
3744,功課
3745,秋季學期
3746,瑪格麗特
3747,224名
3748,物理學
3749,總統科技顧問委員會
3750,47位
3751,伊拉克部長理事會
3752,路易斯委員會
3753,路易斯委員會報告，麻省理工學院仍被廣泛認爲是一所職業導向學校這一事，委員會希望改善的不太合理之現象。有關委員會全面的研究了學校的本科課程，建議校方提升多元性
3754,1949年
3755,社會科學院
3756,魯本斯
3757,美術博物館
3758,65萬人
3759,法蘭西人
3760,19世紀
3761,第二次世界大戰
3762,旅遊業
3763,二
3764,萊茵河航運中央委員會
3765,萊茵河航運中央委員會
3766,日耳曼語言
3767,
3768,神聖羅馬帝國
3769,
3770,馬賽曲
3771,19世紀
3772,德意志帝國
3773,高亭
3774,歐洲文藝復興
3775,音樂家
3776,1650年
3777,後現代主義
3778,政治哲學
3779,城市漢國家
3780,柏拉圖
3781,基督教
3782,馬基維利
3783,蘇聯時期
3784,電力
3785,
3786,雅安市
3787,峨眉山
3788,宋朝
3789,嘉定府
3790,中世紀
3791,哈康五世
3792,1314年
3793,黑死病
3794,挪威
3795,1814年
3796,克里斯蒂安尼亞
3797,克里斯蒂安尼亞
3798,1854年
3799,克里斯蒂安尼亞
3800,商朝時期
3801,商朝時期
3802,郡縣制
3803,齊國
3804,紅軍
3805,1918年9月
3806,漢軍級指揮官
3807,扣留家屬爲人質
3808,芬蘭
3809,莫斯科和平協定
3810,蘇聯
3811,德意志國防軍
3812,蘇聯政府
3813,德意志國防軍
3814,近衛頭銜
3815,蔣介石
3816,三個月
3817,解放軍
3818,小金門國軍駐軍號及廈門市教黃厝村塔頭社
3819,美國第七艦隊
3820,蔡英文
3821,蔡英文
3822,1912年
3823,清朝時期
3824,中華民國
3825,共產黨員在國民黨
3826,蔣中正
3827,1930年
3828,西安事變
3829,1945年
3830,渡江戰役
3831,1955年
3832,廣州
3833,黃埔軍校
3834,北伐必敗論
3835,盧溝橋事變
3836,棗莊
3837,皖南事變
3838,分區氣溫
3839,熱帶氣旋來襲時忙於聽電話的工作，因此在沒有呼籲公衆在熱帶氣旋侵襲
3840,1985年
3841,烏拉圭世界盃
3842,瑞典
3843,1958年
3844,八強賽
3845,巴西
3846,1998年世界盃金球獎
3847,1998年
3848,倫敦奧運
3849,2014年世界盃
3850,第二波新政
3851,民主黨
3852,7月
3853,德懷特艾森豪
3854,豬灣入侵
3855,美國
3856,強生
3857,非裔美國人
3858,南方白人
3859,聯邦政府
3860,埃莉諾羅斯福
3861,德州
3862,黑人
3863,能源部
3864,通信
3865,維吉尼亞州
3866,白人
3867,共和黨革命效應
3868,加拿大
3869,白水門事件
3870,馬丁範布倫在1836年取得了總統職位，但1837年的經濟蕭條，卻是他在1840年選舉中連任失敗。詹姆斯諾克斯波爾特
3871,凡爾賽條約
3872,羅斯福
3873,歐洲理事會議會大會
3874,第11次
3875,2007年
3876,潘基文
3877,9月
3878,法律之八達洛夫
3879,2010年
3880,菜豆
3881,1100公尺
3882,1100公尺
3883,豐富
3884,1920年
3885,亞塞拜然
3886,蘇聯
3887,亞塞拜然人
3888,赫哲族
3889,唐代
3890,唐玄宗
3891,1284年
3892,努兒乾地方
3893,明朝
3894,二妹公司
3895,江戶幕府
3896,
3897,公孫淵
3898,公孫淵
3899,2000毫米
3900,梅雨時期
3901,2010年
3902,九州旅客鐵道
3903,舊石器時代
3904,古墳
3905,元知識
3906,雲山之石墓羣
3907,札幌
3908,葡萄牙人
3909,斯洛文尼亞
3910,克羅埃西亞人隨機區組
3911,
3912,克羅埃西亞主義
3913,1991年
3914,馬其頓共和國
3915,南斯拉夫反法西斯人民解放委員會
3916,1945年
3917,3月
3918,蘇聯
3919,沙文主義
3920,會主義體制
3921,1980年
3922,失業率攀升
3923,分配地方權力
3924,遺傳物質技術
3925,分子複製技術
3926,基因工程
3927,1973年
3928,研究農業
3929,基因工程已經用於製造藥物，建立模型，動物
3930,凝血因子疫苗
3931,基因轉殖珠
3932,刪除可以傳材料
3933,複製
3934,基因轉殖生物
3935,同源基因
3936,加拿大
3937,憲法
3938,17歲
3939,美國綠卡
3940,國家安全會議
3941,
3942,水泥
3943,水泥骨料
3944,
3945,羅馬人
3946,可塑性
3947,孔明車
3948,臺灣
3949,45公里
