,id,value
0,id_0,23.323052268541154
1,id_1,50.82614869629695
2,id_2,17.770002393112932
3,id_3,24.89630869504651
4,id_4,9.889757236417566
5,id_5,30.20534994748676
6,id_6,33.08040361933088
7,id_7,14.607728836398703
8,id_8,39.90359094134037
9,id_9,28.58558051280597
10,id_10,32.72537113995911
11,id_11,48.47854378462648
12,id_12,31.21071736703194
13,id_13,34.672179672437025
14,id_14,23.32475863523623
15,id_15,11.777461250006
16,id_16,43.56339966211644
17,id_17,20.06834915044852
18,id_18,17.067590917463164
19,id_19,17.752333756018338
20,id_20,13.840634760303043
21,id_21,24.13823831908951
22,id_22,31.791677173607866
23,id_23,9.714949375864329
24,id_24,48.007508756283
25,id_25,37.22058650278753
26,id_26,24.405890729202245
27,id_27,9.022761282992956
28,id_28,25.230757761316976
29,id_29,30.483623164294276
30,id_30,16.79885415192094
31,id_31,11.468307783338911
32,id_32,14.966465129055807
33,id_33,7.921528401350596
34,id_34,16.337727679762835
35,id_35,32.62595627196052
36,id_36,17.319025099604957
37,id_37,24.136585284096096
38,id_38,6.84903249542079
39,id_39,49.44541055268619
40,id_40,38.96424807747219
41,id_41,15.065209480790367
42,id_42,41.2886098060797
43,id_43,16.472765425877782
44,id_44,36.883771221032234
45,id_45,42.471513588054684
46,id_46,50.95902170284936
47,id_47,33.66273858304278
48,id_48,42.403968927951745
49,id_49,35.19131885160669
50,id_50,25.955979080367452
51,id_51,21.655524249736068
52,id_52,34.54402391811377
53,id_53,22.45863328562995
54,id_54,32.08608155878777
55,id_55,33.448949656187686
56,id_56,21.931559849113192
57,id_57,19.234250027427347
58,id_58,31.573928877766484
59,id_59,26.631071159142458
60,id_60,13.927829004062419
61,id_61,19.99120567955378
62,id_62,26.70179828503798
63,id_63,45.52485507580883
64,id_64,41.29162890045118
65,id_65,23.080044584557612
66,id_66,34.88636291997848
67,id_67,44.86021824517135
68,id_68,24.2122739064971
69,id_69,33.01824742892964
70,id_70,53.03422355621298
71,id_71,44.07410117107451
72,id_72,36.88787116722131
73,id_73,10.796595510467093
74,id_74,11.913789617871966
75,id_75,30.95023244208204
76,id_76,50.305341994526984
77,id_77,4.243048451125087
78,id_78,37.686155920407074
79,id_79,34.31486169405958
80,id_80,8.273480603528252
81,id_81,19.513565716901486
82,id_82,7.847746804930853
83,id_83,28.769420984351953
84,id_84,10.548561769536757
85,id_85,5.904219589576254
86,id_86,14.71996969428539
87,id_87,10.918218313202997
88,id_88,12.02805594548765
89,id_89,23.70611691723107
90,id_90,25.970308200536333
91,id_91,10.718444877204723
92,id_92,12.627489981820876
93,id_93,8.006901490017
94,id_94,30.569499764750404
95,id_95,14.301545960101906
96,id_96,14.307372222689235
97,id_97,8.677173506976125
98,id_98,10.55069389489605
99,id_99,4.920118030371476
100,id_100,12.204360913631254
101,id_101,16.29602757195793
102,id_102,10.720728339075144
103,id_103,6.170304797947431
104,id_104,13.058409307514848
105,id_105,31.16601900397868
106,id_106,23.31602321525634
107,id_107,8.179259031575736
108,id_108,14.919033989285595
109,id_109,15.040649506725842
110,id_110,13.027950779995788
111,id_111,15.616374173827367
112,id_112,12.456687979980588
113,id_113,24.227725077902218
114,id_114,19.870002140644367
115,id_115,13.816813869672316
116,id_116,9.383340339459735
117,id_117,37.146470695321554
118,id_118,25.383776054318716
119,id_119,2.8730109072530006
120,id_120,3.6011419200236254
121,id_121,10.886571411390003
122,id_122,14.48879138539668
123,id_123,14.080530987995934
124,id_124,6.978643357462712
125,id_125,23.276342921757028
126,id_126,19.255780233466627
127,id_127,12.322487639940691
128,id_128,17.67801565114465
129,id_129,15.814933112200203
130,id_130,4.952189336521748
131,id_131,30.590242893835555
132,id_132,13.249960029803027
133,id_133,23.157317292451058
134,id_134,20.734852118103145
135,id_135,18.847156017978286
136,id_136,9.970960754949646
137,id_137,17.520184388165493
138,id_138,63.57399651276991
139,id_139,52.635120761569695
140,id_140,23.854965917996147
141,id_141,15.762124412624807
142,id_142,21.938182895014908
143,id_143,8.428196265705573
144,id_144,11.204803911281797
145,id_145,9.81591001672632
146,id_146,18.98702423922108
147,id_147,7.818467802295121
148,id_148,12.673694891804583
149,id_149,15.453604828363126
150,id_150,42.62335806576468
151,id_151,18.52069896782465
152,id_152,21.09436783721887
153,id_153,14.373365315926005
154,id_154,13.327521869337076
155,id_155,23.529570551306215
156,id_156,18.841115264993185
157,id_157,29.00445754065555
158,id_158,4.336735942514192
159,id_159,17.6247223887522
160,id_160,36.626911597558575
161,id_161,16.891200262811672
162,id_162,45.90951952026365
163,id_163,17.46202967089247
164,id_164,31.506286014830074
165,id_165,21.709343766680025
166,id_166,18.632358702200914
167,id_167,2.913129140159114
168,id_168,54.94073943889707
169,id_169,15.887309136220072
170,id_170,16.04274353287206
171,id_171,56.44757725521998
172,id_172,18.60758226007256
173,id_173,3.903828938728992
174,id_174,20.360174358649285
175,id_175,3.739905973744577
176,id_176,7.096931479201668
177,id_177,16.90729292023014
178,id_178,18.224161110409355
179,id_179,18.38398446852861
180,id_180,35.96946533239908
181,id_181,23.683097944657426
182,id_182,24.834304723404205
183,id_183,11.693364089506808
184,id_184,8.848731367669462
185,id_185,34.904858968645954
186,id_186,31.43085824566728
187,id_187,28.2100027228877
188,id_188,14.58571406374113
189,id_189,19.3099227092413
190,id_190,13.73919189733092
191,id_191,13.566492318709082
192,id_192,28.243921929386232
193,id_193,64.18250765815618
194,id_194,25.26540738728694
195,id_195,11.203714526359946
196,id_196,50.47506898491204
197,id_197,14.329190909489409
198,id_198,17.283147050456485
199,id_199,20.51114265726107
200,id_200,102.1423436619285
201,id_201,23.0051727920094
202,id_202,48.73773806372735
203,id_203,5.82340477650407
204,id_204,51.4100218998139
205,id_205,30.254148381259714
206,id_206,15.810878920351916
207,id_207,13.400226852015239
208,id_208,52.84722346355248
209,id_209,12.97630851560275
210,id_210,25.694980011897428
211,id_211,59.04291159054088
212,id_212,18.16951222483059
213,id_213,95.79956079356529
214,id_214,33.60586711230119
215,id_215,67.41175133834665
216,id_216,75.99513226496771
217,id_217,57.94714729501036
218,id_218,25.17506696381945
219,id_219,17.165617886457476
220,id_220,26.586264642366885
221,id_221,45.20798216206023
222,id_222,24.60905252355081
223,id_223,33.68163634641556
224,id_224,37.09454586637075
225,id_225,8.384023213180946
226,id_226,5.1486799244579835
227,id_227,57.351752995667006
228,id_228,24.283967643418436
229,id_229,3.1109889546165377
230,id_230,32.99930379469123
231,id_231,13.83169810099743
232,id_232,19.11182204808483
233,id_233,8.573400984381255
234,id_234,11.147208974827716
235,id_235,19.34526996434887
236,id_236,11.979823825800535
237,id_237,1.8029447262542853
238,id_238,19.174320120457374
239,id_239,2.7458683556952472
